Date,EUR_USD
04-08-2006,19.4347487
07-08-2006,19.92157826
08-08-2006,20.0496913
09-08-2006,20.01125739
10-08-2006,19.90876696
11-08-2006,20.0240687
14-08-2006,19.81908783
15-08-2006,19.7294087
16-08-2006,19.90876696
17-08-2006,20.03688
18-08-2006,20.17780435
21-08-2006,21.01053913
22-08-2006,21.42050087
23-08-2006,21.24114261
24-08-2006,20.71587913
25-08-2006,20.6262
28-08-2006,20.54933217
29-08-2006,20.30591739
30-08-2006,19.94720087
31-08-2006,20.15218174
01-09-2006,20.14751943
04-09-2006,20.55479714
05-09-2006,20.79661829
06-09-2006,20.88571029
07-09-2006,20.73298114
08-09-2006,20.65661657
11-09-2006,20.42752286
12-09-2006,20.580252
13-09-2006,20.49116
14-09-2006,20.54206971
15-09-2006,20.55479714
18-09-2006,20.46570514
19-09-2006,19.79115143
20-09-2006,17.75476286
21-09-2006,17.283848
22-09-2006,17.15657371
25-09-2006,16.03656
26-09-2006,14.82745429
27-09-2006,15.27291429
28-09-2006,15.84564857
29-09-2006,16.35474571
02-10-2006,15.57464114
04-10-2006,14.93147782
05-10-2006,15.14586559
06-10-2006,15.09542141
09-10-2006,15.48636382
10-10-2006,15.65030741
11-10-2006,15.536808
12-10-2006,15.56203009
13-10-2006,15.66291845
16-10-2006,15.58725218
17-10-2006,15.97819459
18-10-2006,16.10430505
19-10-2006,16.11691609
20-10-2006,16.04124982
23-10-2006,15.75119577
24-10-2006,15.72597368
25-10-2006,15.04497723
26-10-2006,15.23414291
27-10-2006,14.79275632
30-10-2006,13.55687386
31-10-2006,13.53165177
01-11-2006,14.29836409
02-11-2006,13.79598914
03-11-2006,13.62853082
06-11-2006,13.30649559
07-11-2006,12.08276173
08-11-2006,12.17293159
09-11-2006,12.22445723
10-11-2006,11.12953745
13-11-2006,10.768858
14-11-2006,11.70920086
15-11-2006,11.67055664
16-11-2006,11.03936759
17-11-2006,11.052249
20-11-2006,11.02648618
21-11-2006,11.18106309
22-11-2006,11.15530027
23-11-2006,11.21970732
24-11-2006,11.63191241
27-11-2006,11.46445409
28-11-2006,11.03936759
29-11-2006,10.40817855
30-11-2006,10.13766895
01-12-2006,9.684974684
04-12-2006,9.156463105
05-12-2006,8.852568947
06-12-2006,9.328229368
07-12-2006,9.618910737
08-12-2006,9.499995632
11-12-2006,9.262165421
12-12-2006,8.984696842
13-12-2006,8.482610842
14-12-2006,8.390121316
15-12-2006,8.627951526
18-12-2006,8.614738737
19-12-2006,8.641164316
20-12-2006,8.641164316
21-12-2006,8.746866632
22-12-2006,9.050760789
27-12-2006,8.720441053
28-12-2006,8.707228263
29-12-2006,8.654377105
02-01-2007,7.188245909
03-01-2007,6.408327727
04-01-2007,6.278341364
05-01-2007,6.239345455
08-01-2007,5.030472273
09-01-2007,4.601517273
10-01-2007,4.952480455
11-01-2007,5.238450455
12-01-2007,5.186455909
15-01-2007,5.459427273
16-01-2007,5.498423182
17-01-2007,5.329440909
18-01-2007,5.108464091
19-01-2007,5.069468182
22-01-2007,4.978477727
23-01-2007,4.770499545
24-01-2007,4.432535
25-01-2007,4.211558182
26-01-2007,3.899590909
29-01-2007,3.093675455
30-01-2007,3.067678182
31-01-2007,2.963689091
01-02-2007,2.8501756
02-02-2007,2.6540626
05-02-2007,2.2618366
06-02-2007,1.830388
07-02-2007,1.7388686
08-02-2007,1.8826848
09-02-2007,2.026501
12-02-2007,1.8042396
13-02-2007,1.5950524
14-02-2007,1.5166072
15-02-2007,1.438162
16-02-2007,1.3858652
19-02-2007,1.0720844
20-02-2007,1.0197876
21-02-2007,1.176678
22-02-2007,1.0197876
23-02-2007,1.111307
26-02-2007,1.176678
27-02-2007,1.1897522
28-02-2007,1.2289748
01-03-2007,1.244735182
02-03-2007,1.377153818
05-03-2007,1.257977045
06-03-2007,1.3109445
07-03-2007,1.430121273
08-03-2007,1.430121273
09-03-2007,1.721442273
12-03-2007,1.694958545
13-03-2007,1.655232955
14-03-2007,1.562539909
15-03-2007,1.456605
16-03-2007,1.522814318
19-03-2007,1.430121273
20-03-2007,1.3109445
21-03-2007,1.324186364
22-03-2007,1.297702636
23-03-2007,1.284460773
26-03-2007,1.271218909
27-03-2007,1.3109445
28-03-2007,1.496330591
29-03-2007,1.761167864
30-03-2007,1.655232955
02-04-2007,1.270518842
03-04-2007,1.162389579
04-04-2007,1.081292632
05-04-2007,1.054260316
10-04-2007,1.081292632
11-04-2007,1.067776474
12-04-2007,1.067776474
13-04-2007,0.986679526
16-04-2007,0.946131053
17-04-2007,0.892066421
18-04-2007,0.702840211
19-04-2007,0.635259421
20-04-2007,0.783937158
23-04-2007,0.865034105
24-04-2007,0.865034105
25-04-2007,0.838001789
26-04-2007,0.743388684
27-04-2007,0.702840211
30-04-2007,0.675807895
02-05-2007,0.675565909
03-05-2007,0.662054591
04-05-2007,0.675565909
07-05-2007,0.675565909
08-05-2007,0.635031955
09-05-2007,0.553964045
10-05-2007,0.364805591
11-05-2007,0.391828227
14-05-2007,0.405339545
15-05-2007,0.351294273
16-05-2007,0.378316909
18-05-2007,0.364805591
21-05-2007,0.364805591
22-05-2007,0.364805591
23-05-2007,0.364805591
24-05-2007,0.378316909
25-05-2007,0.351294273
29-05-2007,0.337782955
30-05-2007,0.324271636
31-05-2007,0.324271636
01-06-2007,0.322045714
04-06-2007,0.322045714
05-06-2007,0.335464286
06-06-2007,0.348882857
07-06-2007,0.322045714
08-06-2007,0.335464286
11-06-2007,0.308627143
12-06-2007,0.28179
13-06-2007,0.254952857
14-06-2007,0.214697143
15-06-2007,0.201278571
18-06-2007,0.161022857
19-06-2007,0.161022857
20-06-2007,0.161022857
21-06-2007,0.147604286
22-06-2007,0.134185714
25-06-2007,0.107348571
26-06-2007,0.134185714
27-06-2007,0.147604286
28-06-2007,0.147604286
29-06-2007,0.161022857
02-07-2007,0.164587091
03-07-2007,0.1508715
04-07-2007,0.137155909
05-07-2007,0.137155909
06-07-2007,0.178302682
09-07-2007,0.164587091
10-07-2007,0.1508715
11-07-2007,0.1508715
12-07-2007,0.1508715
13-07-2007,0.164587091
16-07-2007,0.1508715
17-07-2007,0.1508715
18-07-2007,0.1508715
19-07-2007,0.137155909
20-07-2007,0.1508715
23-07-2007,0.137155909
24-07-2007,0.1508715
25-07-2007,0.1508715
26-07-2007,0.1508715
27-07-2007,0.1508715
30-07-2007,0.137155909
31-07-2007,0.137155909
01-08-2007,0.136224783
02-08-2007,0.122602304
03-08-2007,0.122602304
06-08-2007,0.122602304
07-08-2007,0.108979826
08-08-2007,0.108979826
09-08-2007,0.108979826
10-08-2007,0.122602304
13-08-2007,0.108979826
14-08-2007,0.108979826
15-08-2007,0.122602304
16-08-2007,0.122602304
17-08-2007,0.122602304
20-08-2007,0.108979826
21-08-2007,0.122602304
22-08-2007,0.108979826
23-08-2007,0.122602304
24-08-2007,0.122602304
27-08-2007,0.122602304
28-08-2007,0.122602304
29-08-2007,0.122602304
30-08-2007,0.122602304
31-08-2007,0.122602304
03-09-2007,0.12506805
04-09-2007,0.12506805
05-09-2007,0.1111716
06-09-2007,0.09727515
07-09-2007,0.1111716
10-09-2007,0.09727515
11-09-2007,0.09727515
12-09-2007,0.09727515
13-09-2007,0.09727515
14-09-2007,0.0833787
17-09-2007,0.06948225
18-09-2007,0.06948225
19-09-2007,0.06948225
20-09-2007,0.0833787
21-09-2007,0.0833787
24-09-2007,0.06948225
25-09-2007,0.06948225
26-09-2007,0.06948225
27-09-2007,0.0833787
28-09-2007,0.09727515
01-10-2007,0.071137391
02-10-2007,0.056909913
04-10-2007,0.056909913
05-10-2007,0.071137391
08-10-2007,0.071137391
09-10-2007,0.071137391
10-10-2007,0.071137391
11-10-2007,0.056909913
12-10-2007,0.056909913
15-10-2007,0.056909913
16-10-2007,0.071137391
17-10-2007,0.056909913
18-10-2007,0.056909913
19-10-2007,0.056909913
22-10-2007,0.056909913
23-10-2007,0.08536487
24-10-2007,0.08536487
25-10-2007,0.08536487
26-10-2007,0.08536487
29-10-2007,0.071137391
30-10-2007,0.071137391
31-10-2007,0.08536487
01-11-2007,0.102785455
02-11-2007,0.073418182
05-11-2007,0.088101818
06-11-2007,0.088101818
07-11-2007,0.102785455
08-11-2007,0.146836364
09-11-2007,0.146836364
12-11-2007,0.146836364
13-11-2007,0.132152727
14-11-2007,0.117469091
15-11-2007,0.102785455
16-11-2007,0.117469091
19-11-2007,0.102785455
20-11-2007,0.088101818
21-11-2007,0.088101818
22-11-2007,0.088101818
23-11-2007,0.073418182
26-11-2007,0.073418182
27-11-2007,0.073418182
28-11-2007,0.073418182
29-11-2007,0.073418182
30-11-2007,0.073418182
03-12-2007,0.043711105
04-12-2007,0.058281474
05-12-2007,0.043711105
06-12-2007,0.043711105
07-12-2007,0.043711105
10-12-2007,0.043711105
11-12-2007,0.029140737
12-12-2007,0.029140737
13-12-2007,0.029140737
14-12-2007,0.014570368
17-12-2007,0.043711105
18-12-2007,0.029140737
19-12-2007,0.029140737
20-12-2007,0.029140737
21-12-2007,0.029140737
27-12-2007,0.029140737
28-12-2007,0.029140737
02-01-2008,0.029435818
03-01-2008,0.029435818
04-01-2008,0.029435818
07-01-2008,0.029435818
08-01-2008,0.044153727
09-01-2008,0.029435818
10-01-2008,0.044153727
11-01-2008,0.044153727
14-01-2008,0.058871636
15-01-2008,0.058871636
16-01-2008,0.058871636
17-01-2008,0.058871636
18-01-2008,0.044153727
21-01-2008,0.029435818
22-01-2008,0.044153727
23-01-2008,0.044153727
24-01-2008,0.044153727
25-01-2008,0.044153727
28-01-2008,0.044153727
29-01-2008,0.044153727
30-01-2008,0.029435818
31-01-2008,0.044153727
01-02-2008,0.044245143
04-02-2008,0.029496762
05-02-2008,0.044245143
06-02-2008,0.044245143
07-02-2008,0.029496762
08-02-2008,0.044245143
11-02-2008,0.029496762
12-02-2008,0.029496762
13-02-2008,0.044245143
14-02-2008,0.044245143
15-02-2008,0.029496762
18-02-2008,0.044245143
19-02-2008,0.044245143
20-02-2008,0.058993524
21-02-2008,0.044245143
22-02-2008,0.058993524
25-02-2008,0.058993524
26-02-2008,0.044245143
27-02-2008,0.044245143
28-02-2008,0.058993524
29-02-2008,0.058993524
03-03-2008,0.046579579
04-03-2008,0.046579579
05-03-2008,0.046579579
06-03-2008,0.046579579
07-03-2008,0.046579579
10-03-2008,0.031053053
11-03-2008,0.015526526
12-03-2008,0.015526526
13-03-2008,0.015526526
14-03-2008,0.015526526
17-03-2008,0.031053053
18-03-2008,0.031053053
19-03-2008,0.031053053
20-03-2008,0.031053053
25-03-2008,33.98756611
26-03-2008,33.97203958
27-03-2008,33.52177032
28-03-2008,32.68333789
31-03-2008,33.49071726
01-04-2008,34.682601
02-04-2008,35.28112
03-04-2008,36.3049025
04-04-2008,35.785136
07-04-2008,36.6199125
08-04-2008,36.6514135
09-04-2008,36.604162
10-04-2008,37.5964435
11-04-2008,37.5964435
14-04-2008,38.74623
15-04-2008,39.029739
16-04-2008,39.029739
17-04-2008,38.2579645
18-04-2008,37.832701
21-04-2008,39.124242
22-04-2008,39.2344955
23-04-2008,38.74623
24-04-2008,38.74623
25-04-2008,38.2264635
28-04-2008,38.305216
29-04-2008,37.391687
30-04-2008,37.5649425
02-05-2008,37.119002
05-05-2008,38.628031
06-05-2008,38.612474
07-05-2008,38.659145
08-05-2008,38.550246
09-05-2008,38.410233
13-05-2008,38.052422
14-05-2008,37.461256
15-05-2008,38.27022
16-05-2008,37.896852
19-05-2008,38.628031
20-05-2008,38.659145
21-05-2008,39.079184
22-05-2008,39.592565
23-05-2008,39.468109
26-05-2008,39.98149
27-05-2008,40.417086
28-05-2008,40.245959
29-05-2008,40.525985
30-05-2008,41.53719
02-06-2008,39.16185448
03-06-2008,41.49476876
04-06-2008,40.87265829
05-06-2008,40.53049752
06-06-2008,42.07022095
09-06-2008,42.07022095
10-06-2008,41.63474362
11-06-2008,41.54142705
12-06-2008,41.40145219
13-06-2008,41.09039695
16-06-2008,42.36572343
17-06-2008,41.63474362
18-06-2008,41.89914057
19-06-2008,42.11687924
20-06-2008,41.58808533
23-06-2008,42.45904
24-06-2008,42.45904
25-06-2008,42.11687924
26-06-2008,42.42793448
27-06-2008,43.08115048
30-06-2008,43.93655238
01-07-2008,45.337875
02-07-2008,42.89357217
03-07-2008,42.86203278
04-07-2008,42.73587522
07-07-2008,42.65702674
08-07-2008,40.21272391
09-07-2008,40.48080874
10-07-2008,41.55314804
11-07-2008,42.57817826
14-07-2008,42.29432374
15-07-2008,41.75815409
16-07-2008,38.99845735
17-07-2008,39.89733
18-07-2008,38.00496652
21-07-2008,38.28882104
22-07-2008,38.33613013
23-07-2008,38.36766952
24-07-2008,39.04576643
25-07-2008,38.73037252
28-07-2008,38.11535439
29-07-2008,36.633003
30-07-2008,34.85102739
31-07-2008,34.1098517
01-08-2008,31.4483
04-08-2008,31.38839848
05-08-2008,31.89756143
06-08-2008,33.0955919
07-08-2008,33.79943481
08-08-2008,33.32022262
11-08-2008,33.4100749
12-08-2008,34.63805614
13-08-2008,35.23707138
14-08-2008,34.60810538
15-08-2008,34.06899167
18-08-2008,34.87766224
19-08-2008,34.9824899
20-08-2008,36.0906681
21-08-2008,36.480028
22-08-2008,36.34524957
25-08-2008,35.98584043
26-08-2008,36.58485567
27-08-2008,37.27372319
28-08-2008,37.21382167
29-08-2008,37.25874781
01-09-2008,35.4208175
02-09-2008,35.06158
03-09-2008,34.9322545
04-09-2008,35.1909055
05-09-2008,34.659234
08-09-2008,34.4724305
09-09-2008,32.6906125
10-09-2008,32.417592
11-09-2008,32.9780025
12-09-2008,33.91202
15-09-2008,32.76246
16-09-2008,32.388853
17-09-2008,33.2079145
18-09-2008,33.567152
19-09-2008,35.004102
22-09-2008,35.4495565
23-09-2008,35.7369465
24-09-2008,35.0184715
25-09-2008,35.1621665
26-09-2008,34.889146
29-09-2008,33.0929585
30-09-2008,32.1158325
01-10-2008,30.77402087
02-10-2008,30.72073252
06-10-2008,29.08211583
07-10-2008,29.34855757
08-10-2008,28.88228452
09-10-2008,29.94805148
10-10-2008,29.16204835
13-10-2008,30.2278153
14-10-2008,30.90724174
15-10-2008,30.37435826
16-10-2008,29.25530296
17-10-2008,28.68245322
20-10-2008,29.09543791
21-10-2008,28.44265565
22-10-2008,26.37773217
23-10-2008,26.64417391
24-10-2008,25.08548974
27-10-2008,23.67334852
28-10-2008,23.46019513
29-10-2008,24.21955409
30-10-2008,24.15294365
31-10-2008,23.54012765
03-11-2008,23.13431655
04-11-2008,23.7072633
05-11-2008,23.61813825
06-11-2008,23.172513
07-11-2008,23.8091205
10-11-2008,23.6563347
11-11-2008,22.82874495
12-11-2008,22.9942629
13-11-2008,22.87967355
14-11-2008,22.6886913
17-11-2008,21.68285145
18-11-2008,21.22449405
19-11-2008,20.9061903
20-11-2008,19.098225
21-11-2008,19.21281435
24-11-2008,19.7857611
25-11-2008,20.0404041
26-11-2008,19.82395755
27-11-2008,20.7279402
28-11-2008,19.92581475
01-12-2008,21.02145686
02-12-2008,20.71212
03-12-2008,20.48347971
04-12-2008,20.07999686
05-12-2008,18.56021143
08-12-2008,19.36717714
09-12-2008,19.16543571
10-12-2008,19.64961514
11-12-2008,19.90515429
12-12-2008,19.83790714
15-12-2008,20.77936714
16-12-2008,20.57762571
17-12-2008,20.57762571
18-12-2008,20.34898543
19-12-2008,20.24139
22-12-2008,20.64487286
23-12-2008,20.44313143
29-12-2008,21.25009714
30-12-2008,20.71212
02-01-2009,19.55351067
05-01-2009,19.699136
06-01-2009,19.99038667
07-01-2009,19.858
08-01-2009,19.26226
09-01-2009,19.858
12-01-2009,18.904816
13-01-2009,18.706236
14-01-2009,18.53413333
15-01-2009,16.919016
16-01-2009,16.31003733
19-01-2009,15.02588667
20-01-2009,14.62872667
21-01-2009,14.72139733
22-01-2009,15.131796
23-01-2009,14.933216
26-01-2009,15.42304667
27-01-2009,15.27742133
28-01-2009,15.15827333
29-01-2009,15.31713733
30-01-2009,15.211228
02-02-2009,14.2932946
03-02-2009,13.2321645
04-02-2009,12.9509011
05-02-2009,12.656853
06-02-2009,12.5929295
09-02-2009,12.529006
10-02-2009,11.6085076
11-02-2009,10.8030715
12-02-2009,10.2021906
13-02-2009,10.6752245
16-02-2009,10.4578846
17-02-2009,10.866995
18-02-2009,12.0048333
19-02-2009,13.296088
20-02-2009,12.4522978
23-02-2009,12.0687568
24-02-2009,11.6980005
25-02-2009,12.1582497
26-02-2009,13.2577339
27-02-2009,12.7207765
02-03-2009,12.85407091
03-03-2009,14.04160436
04-03-2009,14.87679273
05-03-2009,14.42004909
06-03-2009,13.89805636
09-03-2009,14.81154364
10-03-2009,15.33353636
11-03-2009,14.90289236
12-03-2009,15.07254
13-03-2009,15.52928364
16-03-2009,15.85552909
17-03-2009,16.33837236
18-03-2009,15.72503091
19-03-2009,14.77239418
20-03-2009,14.22430182
23-03-2009,15.02034073
24-03-2009,14.15905273
25-03-2009,13.24556545
26-03-2009,13.67620945
27-03-2009,13.96330545
30-03-2009,14.13295309
31-03-2009,14.69409527
01-04-2009,15.4854122
02-04-2009,15.4986025
03-04-2009,16.092166
06-04-2009,16.4614944
07-04-2009,15.9206921
08-04-2009,16.2900205
09-04-2009,17.1078191
14-04-2009,18.1762334
15-04-2009,17.675002
16-04-2009,17.806905
17-04-2009,17.8200953
20-04-2009,16.883584
21-04-2009,16.619778
22-04-2009,17.4375766
23-04-2009,17.3716251
24-04-2009,17.543099
27-04-2009,17.3452445
28-04-2009,17.2924833
29-04-2009,17.5694796
30-04-2009,18.2685655
04-05-2009,19.656648
05-05-2009,18.8103201
06-05-2009,19.36998855
07-05-2009,19.75220115
08-05-2009,20.6667813
11-05-2009,21.03534345
12-05-2009,19.9842588
13-05-2009,19.50649305
14-05-2009,19.1652318
15-05-2009,19.1652318
18-05-2009,19.11063
19-05-2009,19.45189125
20-05-2009,20.2299669
22-05-2009,20.21631645
25-05-2009,20.27091825
26-05-2009,20.05251105
27-05-2009,20.4210732
28-05-2009,20.21631645
29-05-2009,19.86140475
02-06-2009,20.47804009
03-06-2009,19.56697055
04-06-2009,19.426806
05-06-2009,19.21655918
08-06-2009,18.17934155
09-06-2009,18.02516055
10-06-2009,18.15130864
11-06-2009,18.29147318
12-06-2009,17.80089727
15-06-2009,16.97392645
16-06-2009,17.67474918
17-06-2009,17.730815
18-06-2009,17.68876564
19-06-2009,18.24942382
22-06-2009,17.81491373
23-06-2009,17.94106182
24-06-2009,18.47368709
25-06-2009,18.52975291
26-06-2009,18.62786809
29-06-2009,18.64188455
30-06-2009,18.40360482
01-07-2009,18.37035513
02-07-2009,18.11677661
03-07-2009,18.10268891
06-07-2009,18.06042583
07-07-2009,18.1590397
08-07-2009,18.55349517
09-07-2009,19.00430143
10-07-2009,19.51145848
13-07-2009,20.15949248
14-07-2009,19.63824774
15-07-2009,20.21584326
16-07-2009,20.34263252
17-07-2009,19.69459852
20-07-2009,19.79321239
21-07-2009,20.25810635
